NU_SEQUENCIAL;NU_ANO;CO_ESCOLA;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;CO_UF_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;CO_UF_PROVA;SG_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;CO_PROVA_CN;CO_PROVA_CH;CO_PROVA_LC;CO_PROVA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TX_RESPOSTAS_CN;TX_RESPOSTAS_CH;TX_RESPOSTAS_LC;TX_RESPOSTAS_MT;TP_LINGUA;TX_GABARITO_CN;TX_GABARITO_CH;TX_GABARITO_LC;TX_GABARITO_MT;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO
2408014;2024;52058557;5204508;Caldas Novas;52;GO;2;1;1;5204508;Caldas Novas;52;GO;1;1;1;1;1422;1384;1396;1410;362.7;469.5;474.3;431.6;EAEBEAACDDCEAACAAEAABEDABBABABEAAAA*AADCBDECC;ACDDBBDAAACBEEBACABEEEEDBDEADCAECDBEADAABCCAA;BBDCDBABBCACDBABADDDBDBECDEBEBCCEBBCBDEAACDCA;AD*ABDADE*ADDABDCACBACEABAAABCAAEABBBBECADADA;1;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;60;80;60;80;120;400
1363980;2024;21162611;2112209;Timon;21;MA;2;1;1;2112209;Timon;21;MA;1;1;1;1;1421;1386;1397;1409;544;594.3;598;575.6;DBDDAEDDACCEBDBCBCBBBACCDBABCDACEBDEEDADCEADB;ACECADECEDAECEDADBBDBBBCDADBBCDEACBDBADBDCEAB;DCCDDCBEDADEEBDCCDBBDDBBDACCADADBADEDDBECBECA;ABBDBBDDDABBBDDAADCCBBBCDBEEBADABADCDECABABCC;1;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;160;200;140;160;200;860
1461693;2024;;;;;;;;;2304103;Crateús;23;CE;1;1;1;1;1419;1385;1398;1407;519;536;497.7;456.4;DDDADCBDDDBDABEBDEBDABACCDEBABCEBEADBEDDCCABD;CAEABCDCBBCCCBADCBCABCEADCBDECBEEADECCDBAACBE;DAAAABDCBDDEAAEADECBADDEDCBEEBEBDEBDCEDEAAAAA;DEDBCCCCBAAACEEADCBBADCABECDAACDAECCCBCBABEDD;0;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;120;120;120;120;40;520
188105;2024;;;;;;;;;5003207;Corumbá;50;MS;1;1;1;1;1422;1384;1396;1410;371.7;556.5;458;425;EDBCEDABCAAEAACEAEDBABDDBACACAEDBD*ABDBBBEBCB;BABBBCDCECACDDDBDCDAEDCABEEADAEEEACDAEBABCEDA;EEEEAEACECECDDEDADBBACBEEEADBAACEADEBADCCCCBA;EAAADCCDADCEEAABBDABDCBECBDADDBAAACADBCEEAEEB;1;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;120;120;100;100;100;540
859643;2024;;;;;;;;;1500800;Ananindeua;15;PA;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;
4312313;2024;;;;;;;;;4304630;Capão da Canoa;43;RS;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;
1232792;2024;21165858;2101509;Barão de Grajaú;21;MA;2;1;1;2101509;Barão de Grajaú;21;MA;1;1;1;1;1419;1385;1398;1407;398.9;505.8;535.8;484.5;DCBABDCBBDBBCEDCEEBCECAADADCEDBABCAEBEEBACBBC;DBCCECACCDACCCAEAAEABBDADDADEDBEEACEBAAECDBCE;CEAAECDCECEEDAADEDCDAAEEBDBEAACBDADDBDACDBECB;BCBEBDCDDDACCBBEEBADBCBBCCBADDDCEDEBCDBDBDEBE;0;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;100;140;120;160;200;720
4123071;2024;;;;;;;;;2111300;São Luís;21;MA;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
2118565;2024;33043736;3300803;Cachoeiras de Macacu;33;RJ;2;1;1;3300803;Cachoeiras de Macacu;33;RJ;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;
935970;2024;;;;;;;;;1302603;Manaus;13;AM;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
4078215;2024;;;;;;;;;3143302;Montes Claros;31;MG;1;1;1;1;1419;1385;1398;1407;525.9;544.4;498.3;441.7;ACEBBBABDBACBEBDBEBDBBBEBEADADAADBEBABECECAED;DADCDCDEEECCECADEAEADDCAEACAABCEEAEECABEADAAD;DBDCEDBCAEEDCCCADDEDADCEACCDADCBABD*CAECDABCB;DABCCCEAAEDBEADDAADAACBBABCCAABEDCBDAADAEDDBE;1;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;100;120;120;140;140;620
2980778;2024;31000311;3106200;Belo Horizonte;31;MG;2;1;1;3106200;Belo Horizonte;31;MG;1;1;1;1;1420;1383;1395;1408;455;503.1;529.2;437.2;EEABECCEAECEDBACBADCDEDCBDEDDBAEDACAABDCCDDAC;AECABEABADDDBEEBCEBDAEECCDABEEDAEDADACACBDDEA;ABADCECBEEDDDABCEBBCABCCBBDEDCDCDADADBBDAEEEB;ABBCACECEEAADDDBEEAEBABCDEDCAABCEBCDDACDAAACC;0;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;120;160;120;160;160;720
2167394;2024;53001192;5300108;Brasília;53;DF;4;1;1;5300108;Brasília;53;DF;1;1;1;1;1421;1386;1397;1409;553.3;581.9;563.2;667;DDBCDECABCBDBEBDECBBAEACBEBDABEBCBCAEDADCEAEC;ACEEADDCDBAECEBADBCDBEBCBCDBBCAEACEDEECDBADDB;AACEABDEBADEEBDABDABBACABDEAECDBDABEDDEECBEEC;CDBEBACABECBCDBABECBBCBCCBEADDABCCDCEABEDCABC;0;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;140;160;120;140;140;700
1326336;2024;;;;;;;;;4314902;Porto Alegre;43;RS;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
1130630;2024;;;;;;;;;2900702;Alagoinhas;29;BA;1;1;1;1;1420;1383;1395;1408;394.2;468.5;526.2;458.7;CCDEEACBCEDDBCBCBBDCCADDCBEAECEAABBCECEBBDCEB;AEEBEDBCCCCDDADDCEBCCDBCBBACDBEAEEEEEADCCABDC;DCCEBECBECCEDCBDECABDCCDCBCCCBCEEACACBEDBDDEC;DCCCDCDDBCECBDBDBCCDDDBBABCECDDBAADECCBDCCDDB;0;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;120;160;120;120;140;660
731652;2024;;;;;;;;;2601904;Bezerros;26;PE;1;1;1;1;1421;1386;1397;1409;426.7;428.9;412.2;434.6;DEADEABEEEDEAAAACBEDADCDBCEBBAABBDBBAEAEDBCCC;BBDEADEADBDBCCCCECEABCBDDAADCCCEAACDDCAEABCEA;EAABEBBACBDDEBAEDDCABBABDCABEADAACECBDCAEDCDB;AAAADDDAECBBEAADCEDDADBBCCECC.EEDDBBBCDBDCBCC;0;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;120;120;120;120;0;480
736650;2024;;;;;;;;;2930501;Serrinha;29;BA;1;1;1;1;1422;1384;1396;1410;440.4;561.3;548.5;395;DACDEDABBDCBADDCAEAECEEDBBCCCADACBDCBDDCBEBCB;DCDAECCCACABEABAEBCABCDABDCADEADCABEADBABCEDA;ADDEABBDECBCDBEEBDAACCBECCEABBAEEBCEDACECACDC;BCCBDCEBDCDABDEDCEBDBBCDBAECDACDCCCBEAECBCECD;0;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;100;140;120;140;180;680
3322934;2024;;;;;;;;;3526902;Limeira;35;SP;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;
445693;2024;26098911;2605202;Escada;26;PE;4;1;1;2605202;Escada;26;PE;1;1;1;1;1421;1386;1397;1409;543.8;530.3;553.1;547.1;DBBCEEEDCBCCEBBDEDBCBECAAEDDBCDAEDEBECAECECAA;ABDAADEDDEAECCEADBDDCEAEAADAECDEAEABBBDCEACAC;BAACACBECBDEEBDDBDABDBABDCECBBDBCCDEDDCECBEDE;CDBCBDCDDABACEAEBCDCDCBBEBECEBDCBDBEDACBDBACA;0;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;160;180;180;160;140;820
4098150;2024;;;;;;;;;4314407;Pelotas;43;RS;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
2010873;2024;;;;;;;;;2408102;Natal;24;RN;1;1;1;1;1420;1383;1395;1408;513.4;533.6;471.9;541.8;BADCADCDAEEDDEAEEBDCDDACECBDAADBEBCCACBEEBDCB;BECAACBDDCDDBEEADBCBEBDCECAADBEAECADCCDABBDBC;AAACBDCDECADD.EDBDDBAAECDBCEBBBEDDCABBBAABCDA;CEDBDEDBBCEABCDCDBCBEEDDDECBEBAEDCADEDCDBDCBC;1;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;140;180;180;200;200;900
3332498;2024;;;;;;;;;3151503;Piumhi;31;MG;1;1;1;1;1419;1385;1398;1407;453.2;567.1;551.7;416.3;ACBCCCCCCDCCEDAABCCDABCCEACBCCBECCEACCCCCCCEC;CAEECDDBCBDCECABBECABBCDCBECCCBCEACECACBCCBAD;CAAACCDCBABECAAADBBBABEEBABEBBEBDBCDABADDEECB;BCCCBBCBBCCCCCCCCCDCEBCCCACCDDCDCCCEDCBDCDCCC;0;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;120;120;120;140;80;580
1529645;2024;;;;;;;;;2408102;Natal;24;RN;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
2046417;2024;;;;;;;;;1503804;Jacundá;15;PA;1;1;1;1;1419;1385;1398;1407;477.1;439.4;460.1;432.1;ADCACEBAACBDEECADADDCBEAECEAEADCDAADEECDBDACC;DABCEAAEDCBCBDAAEBABEDAACECDDCBEAEDACAAEBDEAB;EBBACCCEBBDCDEDADEBBDAAEADBCDAEBCECDCDACDCBCE;CEADAEADDECBCAAEBADCADECDACABCCEDCBBAECCBDCEA;0;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;100;100;80;80;20;380
826435;2024;;;;;;;;;5211800;Jaraguá;52;GO;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
142510;2024;;;;;;;;;2504009;Campina Grande;25;PB;0;1;1;0;;1385;1398;;;319.7;444.3;;;EBDCEBBEBCEBCECCEBCEBDCCDBEBDBEDC*DBCCDEBBCDB;BEDACCACACEECDBABAEDDDADBEAEACEADCEDBADECDCEA;;1;;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;;1;120;140;120;120;0;500
244438;2024;29279178;2933307;Vitória da Conquista;29;BA;2;1;1;2933307;Vitória da Conquista;29;BA;1;1;1;1;1420;1383;1395;1408;485.8;290.7;468.7;431.3;BDECABCBDACCBEEEBDBCEDAACBDECAADCDAECEABDBCCA;ADDBCEEACDBCBAACCAEBDCABDCEBACBBDBDEACBEAACEB;ADEDCECBEBDDDAEEEDDCEBDACDECBECCADBEECACCAADD;EAEBDCABBDACEBECEADBCEECADCEBADCABEDCDDACBDEA;1;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;120;180;120;140;100;660
1460350;2024;;;;;;;;;2933307;Vitória da Conquista;29;BA;1;1;1;1;1419;1385;1398;1407;527.4;570.2;576.9;607;BCBACECCBDABCBAADBDADBECCEEBBAACADACBEBDBDAEB;CAEDCCDBBABDEDACBCEABDEAECEDEBBBACAECBBBDEDBD;EAABCDDCBCEECEBBBAEDADEEACBEDDEBCCDDADECDAECB;BAAABADCDACDBBBEACCDACECDBACBCADBECADDDBACEBE;0;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;140;180;120;120;120;680
2609276;2024;;;;;;;;;3515707;Ferraz de Vasconcelos;35;SP;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;
3775695;2024;33100608;3305901;Trajano de Moraes;33;RJ;2;1;1;3303401;Nova Friburgo;33;RJ;1;1;1;1;1420;1383;1395;1408;356;413.5;418.2;387.9;EAACECAADBBDBCDBDEACDECDBBEAEABCBCCDDCBDDCDAC;CEBBCCACEBCAAECDCAABDCBCDBBAAEDABBDBADDAABCEB;CCADDBCA*DBCABBDACAECBBEACCBACBEBCCDDDAAADCDA;CBCBEACCABCACBDDCDAEECDBBCBBDCCDBDBCADAABD*DD;1;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;100;140;140;120;100;600
3521999;2024;;;;;;;;;3550308;São Paulo;35;SP;1;1;1;1;1421;1386;1397;1409;539.5;542.7;526.5;608.1;DDCCADAAACACBCAEBCCCCACDDDDBCBAAECADBEAEDBCEB;CCBCCD.EEEEEBBBEDBDDBEBEEEDEEEDEAADE.DEDBCACB;AADDACEDCADAEBECEDBECEBCBDCCDDEBDCEEDDAECBDDD;CDBDBDDCBEBACDDAC*ECDBBBCEDDBABEDDECCDDDDDAAB;0;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;160;160;160;120;160;760
3722422;2024;;;;;;;;;3510500;Caraguatatuba;35;SP;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;
2158072;2024;;;;;;;;;3200409;Anchieta;32;ES;1;1;1;1;1422;1384;1396;1410;570.1;585.5;589.2;609;.DCDEDBDABCCEECCBEBECCADABDDDBBABEDBCEBDEADBA;DCDBBCACECBBEBDBBBEDABDBDEAADEEEBCDEAECACCEDA;AACEADADECBCDACEDEEDACBEDDAABEBDEBCEBAEECCCBA;BBCCDEEBBDDCBECCCDEBDCBCCACCBAEDCBBBDACDEACED;0;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;140;200;180;200;180;900
1070137;2024;25012916;2516904;Uiraúna;25;PB;2;1;1;2516904;Uiraúna;25;PB;1;1;1;1;1421;1386;1397;1409;352.3;423.7;493.7;391.4;AAAEBCDDABBEBAACADCBAEEDBDEEDAAEBDBBDBCADECAB;ABDDDBEEBEADCCDEAEBDBDDA*C.BECABDBEBDEECBBADB;ECDDBCBAAADDEADDBDEBDEABCEEEBCCBBABEECCEDBEDB;AABAAECCEDDBEECBEEDCCCBEBDDEDCBEDCEEDDABEDBBA;1;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;80;80;80;80;0;320
623962;2024;;;;;;;;;2402006;Caicó;24;RN;1;1;1;1;1419;1385;1398;1407;630.2;707.4;655.9;650.3;BCBACCDCDBACEEDEEABDDBECDCEDEBDCACCEBEDBDEDCB;CAEDBADBEBCCEDACBAEACBCADEEDEEDEEACECEBBCDDED;EBAACCDDBDEECEECBDCDADEEBCBEDDDBCADDBDDDDCECB;CEBAABACEDBBDCBBACCBACCCDEECCDBDACBECAABCDEEC;0;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;160;200;180;200;200;940
3812986;2024;;;;;;;;;2927408;Salvador;29;BA;1;1;1;1;1421;1386;1397;1409;368.8;510.1;453.1;426.1;A*ADDEBEBCDEABACBEAEBCEABCABBEABAA*CAABDAEAAA;ABDBADEAABBACCDAEBDAEECC*ADACBDBAACAACBDACEBE;ADAEDECCEADABBEEDDCEDACAADEBEBABAEDEABBECBADA;AAEBEDAEDBACEBBECEAABEDBAEEDADEDABCACACCBC.CC;0;DDBDDEBBAAEDECBCEEDCAACDBBCEDBBAEXCCAEAACCAED;ACBCADCEDBAECEDADBADBEBCDADABCDEABCAEDEBBCECE;AACEADACDDCBEDADEEBDDBDBBCEECBDCBADDDCBDEDDCECBECE;CEBCEADBBCEADDDABBABBCCDCCECEDBACADECABEDADCB;1;80;100;80;80;0;340
1535480;2024;;;;;;;;;3304557;Rio de Janeiro;33;RJ;1;1;1;1;1373;1385;1398;1363;334.4;412.6;531.1;374;DEABEEDEBDBBAECDBEACDADAAEEACCBBEEACECDEBEEEE;DDBADADECCCCCEAAAACBCDEDADCDDBADDBADBAEEAABAB;DBEADAACADEECECCCCEEBBDEBCACEDABDCBDCCADDCECB;AABCABADEDACDCADBAACCAEDCCAEECBBABCDDAABBDBAB;1;EDDEACBACCBBDBDAAABBABBEACBCEEDDCDBACCBCEBEAA;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;CABADEEAEBBCBBAECEEDDDBBAECDCCBBDBACDDBDDBCAE;1;100;140;120;140;120;620
3627573;2024;25069675;2509800;Mulungu;25;PB;2;1;1;2500502;Alagoinha;25;PB;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
2060662;2024;52097676;5208707;Goiânia;52;GO;4;1;1;5208707;Goiânia;52;GO;1;1;1;1;1420;1383;1395;1408;648.7;667.4;595.3;750.9;EAEBCACCAAEBBCDDCEACEDECDEDCBCEACAACBDBECBDDB;CECECEBCDBADDEEBAECDCAECEDABBACAEEADCEDADACEC;CBABAECBECEDDCBDEBDBEBBAEBDAADEBDADBEBEDADEEB;CECDDEEDCBAEDDCDBCCCBDCCCEAEBBABBBCDDAEADDBCD;0;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;160;160;160;180;180;840
4145401;2024;;;;;;;;;4106902;Curitiba;41;PR;1;1;1;1;1419;1385;1398;1407;464.2;520;509.2;426.9;DDDDDEBCEADCBDEDEEDDAACDECEAEADDADEACEDCBDCDB;CAEDEDDAEBCCEDAADBCEBCDCAEDBDBDCEAAECBABBEDEB;CAAACCCCBCEEEEBDECECADEEBAEABBBCDDDDCBDDBDBEB;ABCEABCDEA*EDECCEBBCBDCBCECAEBCDEABADEACEAACD;0;BCEAACDEDCAAEDDDEBBDDBECCAEDBBAAACCAEEXCBBCED;CAEDBADBEBCCEDADBAEACBCADCEDEBBEBACECEABCDDAD;EAAACDDCDADDCBDEECEECBDCDADEEBCBEBADBCEBDBDDDDCECB;ABBABBADDDBBCECEADCEBCCCDBADCBEDAECADACDBCECE;1;140;180;120;180;120;740
2012549;2024;;;;;;;;;2103604;Coroatá;21;MA;1;1;1;1;1420;1383;1395;1408;422.3;557;558.9;506.7;EADAEECEEDEAEEDDBCCCDBCEDBEDDCEBCDDDDCEBAEDCB;BEDEBDDEABBDDEEDBECDCABCEBACBBAAAEACCACADDCDC;CAEACECBECCDDBBEEDDCEDDCDBCEEBECDEEACBEEEDEDB;DCCCDCBABAACBECBBBECCCCBBBBBACAEEDEDBCBACDDEB;0;CAEDAACCAEEXCBBAEDBBCAACDEDCBCEECAAEDDDEBBDDB;CECEBEBCDBADDEBBABCDCAECEDADBAEABEADCEDADACBC;CAAAECDDDAECBECEDDCBDEDDCECBDCBCEADBBDBDDCBEDADEEB;CECEBEDADCAADECDBBCEBDCCCACABBABBADDDCEADBBCE;1;120;140;120;120;60;560
1749330;2024;;;;;;;;;4105508;Cianorte;41;PR;1;1;1;1;1422;1384;1396;1410;549.7;616.9;593.1;611.9;BEDCCDABEBBDADDBBEEEDACDACCDEBCABCCBABEBCBDEA;BADBBCCBEDEDEABBEBCDADDACBEACABEEADBBECDECEDA;DEDBCCADECBBDBDEBDDEABCECDDDDEBDEBCEBACECEDDC;CBCECBADBDEBBEDDEDAEDCBABBCBBBDABBDCDDDEDBDEA;1;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;140;200;140;160;200;840
4307581;2024;31103489;3136207;João Monlevade;31;MG;2;1;1;3136207;João Monlevade;31;MG;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;
349794;2024;31191213;3131307;Ipatinga;31;MG;2;1;1;3131307;Ipatinga;31;MG;1;1;1;1;1422;1384;1396;1410;419.6;423.5;413.6;492.3;ACCECDBBADCEAEAEBDAABBADBBCCADEDBAADBADBAACAC;DAEEEECAEDABEEEBCACCEDABBEDADAAEEBABCABCACABE;CAAEDEDDECCAECDEDBEBACAAEDBACDBCBDBDECBBBBDAB;BEEDBCEDDEBACAADBCBBCECDCAECBEBCDACDAEEEEBBEE;0;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;100;140;100;100;40;480
3704900;2024;15525791;1503606;Itaituba;15;PA;2;1;1;1503606;Itaituba;15;PA;1;1;1;1;1422;1384;1396;1410;401.3;402.1;427.7;407.3;CCBBCBACECDACCDBADCABCADCCAAA*BBDCBDAECCDAECE;AABCBCBABACBDCEDEEBECBCACDCADCDCCCDCAB*BBDCCB;AECDEDBBDDDDDBEECDADACDEECBACCCECECDDDDEEDBDB;DCBDDCEDCBCACABCBCDCCBCDCDCDBDABCCBDDAEDDDCCB;1;BBCEDBBAEXCCAEDDBCAEDAACAAEDDDEBBECBCEEDCAACD;DADABCDCECEDEBBBEBCDBADACBCADCEBEADBAECAECEDA;AACEADDDACDADECBBDBEEBDDECCBEDDCADBBDEBCEBDCECEDDC;DBCECEACADABBECBEDADCCDCCABBBCECEBCEADABBADDD;1;80;120;80;120;100;500
